id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
134,2372-HWUHI,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,44.35,81.25,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
135,7799-LGRDP,2016-07-01,,Two year,Yes,Credit card (automatic),25.7,1188.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
136,7850-VWJUU,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,No,0
137,3774-VBNXY,2014-10-01,,Two year,No,Mailed check,20.2,1277.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
138,6217-KDYWC,2015-05-01,,Two year,Yes,Mailed check,19.6,1170.55,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
139,0390-DCFDQ,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,70.45,70.45,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,1
140,3146-MSEGF,2014-02-01,,Two year,Yes,Credit card (automatic),88.05,6425.65,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,0
141,4080-OGPJL,2019-02-01,2019-10-01,Month-to-month,No,Electronic check,71.15,563.65,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,Yes,1
142,1095-WGNGG,2015-01-01,,Two year,Yes,Bank transfer (automatic),101.05,5971.25,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
143,2636-SJDOU,2014-10-01,,One year,Yes,Credit card (automatic),84.3,5289.05,Fiber optic,Yes,Yes,No,No,No,No,Male,0,No,No,Yes,0
144,1131-QQZEB,2014-03-01,,Two year,No,Bank transfer (automatic),23.95,1756.2,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,0
145,5716-EZXZN,2014-09-01,,Two year,Yes,Credit card (automatic),99.05,6416.7,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
146,6837-BJYDQ,2019-11-01,,One year,No,Mailed check,19.6,61.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
148,6440-DKQGE,2017-08-01,,One year,No,Credit card (automatic),64.5,1929.95,DSL,No,Yes,Yes,No,Yes,No,Male,0,No,Yes,No,0
149,3466-BYAVD,2018-11-01,,Month-to-month,Yes,Mailed check,69.5,1071.4,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,0
150,3780-YVMFA,2019-06-01,,Month-to-month,Yes,Electronic check,68.55,564.35,DSL,No,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
151,3874-EQOEP,2019-06-01,2020-01-01,Month-to-month,No,Mailed check,95.0,655.5,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,1
152,1679-JRFBR,2014-04-01,,One year,Yes,Credit card (automatic),108.15,7930.55,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
153,9073-ZZIAY,2014-12-01,,Two year,No,Electronic check,86.1,5215.25,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
154,3077-RSNTJ,2019-08-01,,Month-to-month,No,Mailed check,19.7,113.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
155,6551-GNYDG,2018-12-01,,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,0
156,9167-APMXZ,2018-04-01,,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,0
157,2749-CTKAJ,2018-04-01,,One year,No,Mailed check,20.15,419.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
158,6371-NZYEG,2018-10-01,,Two year,No,Mailed check,64.25,1024.0,DSL,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,0
159,7554-NEWDD,2019-04-01,,Two year,No,Bank transfer (automatic),25.7,251.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
160,8992-VONJD,2019-01-01,,Month-to-month,Yes,Electronic check,56.0,764.55,DSL,Yes,Yes,No,No,No,No,Female,0,No,Yes,No,0
161,0867-MKZVY,2018-03-01,2019-11-01,Month-to-month,No,Electronic check,82.4,1592.35,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,1
162,4482-EWFMI,2019-12-01,,Month-to-month,Yes,Electronic check,69.7,135.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
163,4648-YPBTM,2015-09-01,,Two year,Yes,Bank transfer (automatic),73.9,3958.25,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,0
164,2907-ILJBN,2019-03-01,,One year,No,Mailed check,20.6,233.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
165,6345-FZOQH,2014-05-01,,Two year,No,Mailed check,19.9,1363.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
166,3376-BMGFE,2019-07-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
167,5997-OPVFA,2014-02-01,,Two year,Yes,Bank transfer (automatic),89.05,6254.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
168,3445-HXXGF,2015-03-01,2020-01-01,Month-to-month,Yes,Electronic check,45.3,2651.2,DSL,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,No,1
169,1159-WFSGR,2018-10-01,,Month-to-month,No,Electronic check,20.4,321.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
170,7654-YWJUF,2016-07-01,,One year,Yes,Bank transfer (automatic),84.25,3539.25,Fiber optic,Yes,No,Yes,Yes,No,No,Male,0,Yes,No,No,0
171,1875-QIVME,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,104.4,242.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
172,6727-IOTLZ,2018-12-01,,Two year,No,Mailed check,81.95,1181.75,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
173,0691-JVSYA,2015-05-01,2019-10-01,One year,Yes,Bank transfer (automatic),94.85,5000.2,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,1
174,5918-VUKWP,2017-06-01,,One year,No,Bank transfer (automatic),20.55,654.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
175,1744-JHKYS,2017-04-01,,Month-to-month,No,Electronic check,24.7,780.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
176,2656-FMOKZ,2018-07-01,2019-10-01,Month-to-month,Yes,Mailed check,74.45,1145.7,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
177,2070-FNEXE,2019-06-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Fiber optic,Yes,No,No,No,No,No,Female,1,No,No,No,1
178,5947-SGKCL,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
179,3712-PKXZA,2015-01-01,,One year,Yes,Credit card (automatic),20.55,1252.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
180,6317-YPKDH,2019-12-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),29.95,29.95,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,1
181,6582-OIVSP,2020-01-01,,Month-to-month,No,Mailed check,45.3,45.3,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
182,9367-WXLCH,2019-02-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
183,5524-KHNJP,2017-05-01,,One year,No,Credit card (automatic),74.75,2453.3,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
184,1918-ZBFQJ,2018-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.25,1111.65,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,1
185,1024-GUALD,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,24.8,24.8,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,1
186,4827-USJHP,2018-06-01,,Month-to-month,Yes,Mailed check,51.8,1023.85,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,0
187,8167-GJLRN,2019-11-01,,Month-to-month,No,Electronic check,30.4,82.15,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
188,0956-SYCWG,2019-01-01,,One year,No,Electronic check,19.65,244.8,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
189,8017-UVSZU,2016-10-01,,Month-to-month,No,Credit card (automatic),56.6,2379.1,DSL,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,0
190,7100-FQPRV,2016-07-01,,One year,Yes,Credit card (automatic),71.9,3173.35,DSL,Yes,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
191,2472-OVKUP,2019-07-01,2020-01-01,Month-to-month,Yes,Electronic check,91.0,531.0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,No,1
192,2984-RGEYA,2014-05-01,,Two year,No,Bank transfer (automatic),19.75,1375.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
193,9680-NIAUV,2014-02-01,,Two year,No,Credit card (automatic),109.7,8129.3,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
194,2146-EGVDT,2015-03-01,,Two year,No,Credit card (automatic),19.3,1192.7,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
195,2604-IJPDU,2018-06-01,,Month-to-month,Yes,Electronic check,96.55,1901.65,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,No,No,0
196,9178-JHUVJ,2018-02-01,,Two year,Yes,Bank transfer (automatic),24.1,587.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
197,6168-YBYNP,2015-03-01,,Month-to-month,Yes,Electronic check,111.35,6519.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
198,7255-SSFBC,2014-02-01,,Two year,Yes,Bank transfer (automatic),112.25,8041.65,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
199,3645-DEYGF,2020-01-01,,Month-to-month,No,Mailed check,20.75,20.75,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
200,9323-HGFWY,2017-11-01,,One year,Yes,Credit card (automatic),101.9,2681.15,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
201,8544-GOQSH,2018-12-01,,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
202,3363-DTIVD,2014-03-01,,Two year,No,Electronic check,105.55,7405.5,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
203,7018-WBJNK,2019-01-01,,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,Yes,No,0
204,9142-KZXOP,2016-06-01,,Month-to-month,No,Credit card (automatic),68.85,2958.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
205,7674-YTAFD,2017-05-01,,One year,Yes,Bank transfer (automatic),79.95,2684.85,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
206,6348-SNFUS,2014-02-01,,Two year,Yes,Credit card (automatic),55.45,4179.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,0
207,1285-OKIPP,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,79.9,79.9,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
208,7825-ECJRF,2018-06-01,2020-01-01,Month-to-month,Yes,Electronic check,106.6,1934.45,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,1
209,1347-KTTTA,2014-10-01,,One year,Yes,Credit card (automatic),102.45,6654.1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
210,7841-TZDMQ,2019-10-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),46.0,84.5,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
211,4195-NZGTA,2020-01-01,,Month-to-month,No,Electronic check,25.25,25.25,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
212,7157-SMCFK,2015-01-01,,Two year,No,Mailed check,19.75,1124.2,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
213,4709-LKHYG,2017-09-01,,One year,No,Electronic check,20.0,540.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
214,2504-DSHIH,2018-03-01,,Month-to-month,No,Electronic check,86.8,1975.85,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,0
215,0699-NDKJM,2015-05-01,,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
216,9286-BHDQG,2014-02-01,,Two year,No,Credit card (automatic),45.25,3139.8,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
217,0230-WEQUW,2014-08-01,,Two year,Yes,Bank transfer (automatic),56.6,3789.2,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,No,0
218,2040-LDIWQ,2014-09-01,,Two year,Yes,Bank transfer (automatic),84.2,5324.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
219,6496-JDSSB,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,0
220,9408-SSNVZ,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,70.15,268.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
221,4443-EMBNA,2014-03-01,,Two year,No,Bank transfer (automatic),24.75,1836.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
222,6469-MRVET,2020-01-01,,One year,Yes,Electronic check,20.2,20.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
223,0742-MOABM,2019-07-01,2019-11-01,Month-to-month,No,Mailed check,50.05,179.35,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No,1
224,5961-VUSRV,2019-02-01,,One year,Yes,Bank transfer (automatic),19.35,219.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
225,6778-JFCMK,2018-02-01,,One year,Yes,Mailed check,50.6,1288.75,DSL,Yes,No,No,No,Yes,Yes,Male,0,No,No,No,0
226,6341-JVQGF,2017-07-01,,One year,Yes,Mailed check,81.15,2545.75,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
227,2232-DMLXU,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,55.2,55.2,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,No,1
228,4811-JBUVU,2017-08-01,,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,Fiber optic,No,No,No,Yes,No,Yes,Male,0,No,No,Yes,0
229,0945-TSONX,2016-03-01,,Two year,Yes,Credit card (automatic),85.3,4107.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
230,2651-ZCBXV,2015-08-01,,Two year,Yes,Credit card (automatic),108.0,5760.65,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
231,3316-UWXUY,2015-12-01,,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,No,0
232,8937-RDTHP,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,84.6,84.6,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,No,No,1
233,7083-MIOPC,2014-02-01,,Two year,No,Credit card (automatic),20.25,1566.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
234,1984-GPTEH,2017-09-01,,Month-to-month,No,Electronic check,25.15,702.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
235,1251-KRREG,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,54.4,114.1,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
236,0621-JFHOL,2019-04-01,,Two year,Yes,Mailed check,29.6,299.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,0
237,9903-LYSAB,2018-08-01,,Month-to-month,Yes,Electronic check,73.15,1305.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
238,0094-OIFMO,2018-12-01,2019-11-01,Month-to-month,Yes,Electronic check,95.0,1120.3,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No,1
239,9227-UAQFT,2018-10-01,,Two year,No,Mailed check,19.75,284.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
240,7301-ABVAD,2014-02-01,,Two year,No,Bank transfer (automatic),86.6,6350.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
241,6614-FHDBO,2014-02-01,,Two year,No,Bank transfer (automatic),109.2,7878.3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
242,7576-ASEJU,2016-09-01,,One year,Yes,Credit card (automatic),74.7,3187.65,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
243,9058-HRZSV,2014-09-01,,Month-to-month,No,Electronic check,94.4,6126.15,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,0
244,4522-AKYLR,2019-01-01,,Month-to-month,Yes,Electronic check,54.8,731.3,DSL,No,Yes,Yes,No,No,No,Female,1,No,No,No,0
245,0221-WMXNQ,2019-10-01,,Month-to-month,No,Electronic check,75.35,273.4,Fiber optic,Yes,No,No,No,No,No,Male,1,No,No,No,0
246,0303-UNCIP,2016-09-01,,One year,No,Mailed check,65.0,2531.8,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,0
6863,3085-QUOZK,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,43.95,43.95,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
247,9947-OTFQU,2018-10-01,2020-01-01,Month-to-month,Yes,Electronic check,74.4,1074.3,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,1
248,0322-YINQP,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,48.55,48.55,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1
249,0959-WHOKV,2016-08-01,,One year,Yes,Electronic check,99.0,4298.45,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,0
250,4075-JFPGR,2015-11-01,,One year,Yes,Electronic check,93.5,4619.55,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,No,0
251,4629-NRXKX,2019-09-01,2019-11-01,Month-to-month,No,Electronic check,70.4,147.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
252,9514-JDSKI,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,40.2,40.2,DSL,No,Yes,No,No,Yes,No,Male,1,Yes,No,No,1
253,3282-ZISZV,2017-06-01,,One year,No,Credit card (automatic),83.7,2633.3,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,0
254,3675-YDUPJ,2019-04-01,,Month-to-month,Yes,Mailed check,19.85,193.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
255,4111-BNXIF,2014-07-01,,Two year,Yes,Electronic check,59.55,4103.9,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
256,7017-VFHAY,2015-01-01,,Two year,No,Credit card (automatic),115.1,7008.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
257,6655-LHBYW,2015-12-01,,One year,No,Credit card (automatic),114.35,5791.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
258,4959-JOSRX,2019-08-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),44.6,80.55,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,1
259,5046-NUHWD,2017-09-01,,Month-to-month,Yes,Electronic check,45.0,1228.65,DSL,Yes,No,Yes,No,No,Yes,Female,1,Yes,No,No,0
260,7273-TEFQD,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,41.15,132.2,DSL,No,No,Yes,No,No,Yes,Male,1,No,No,No,1
261,3606-TWKGI,2018-12-01,2020-01-01,Month-to-month,Yes,Electronic check,106.9,1364.3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,1
262,7529-ZDFXI,2015-05-01,,Month-to-month,Yes,Electronic check,89.85,4925.35,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,0
263,7605-BDWDC,2017-07-01,,Two year,Yes,Bank transfer (automatic),49.85,1520.1,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,No,0
264,1950-KSVVJ,2016-05-01,,One year,No,Mailed check,113.3,5032.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
265,0123-CRBRT,2015-01-01,,Two year,No,Mailed check,88.1,5526.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
266,6292-TOSSS,2015-12-01,,Two year,No,Bank transfer (automatic),24.9,1195.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
267,3197-ARFOY,2018-07-01,,Month-to-month,Yes,Mailed check,105.0,2007.25,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,No,0
268,6323-AYBRX,2015-02-01,2020-01-01,Two year,No,Mailed check,19.35,1099.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
269,7014-ZZXAW,2014-03-01,,Two year,Yes,Credit card (automatic),24.25,1732.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
270,4385-GZQXV,2018-06-01,2019-10-01,Month-to-month,Yes,Electronic check,94.45,1511.2,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,No,1
271,7633-MVPUY,2015-05-01,,Two year,Yes,Electronic check,59.75,3450.15,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No,0
272,6366-ZGQGL,2019-11-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),24.8,24.8,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
273,4716-HHKQH,2018-06-01,,Month-to-month,No,Electronic check,107.05,2172.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
274,5940-AHUHD,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,70.6,70.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
275,6432-TWQLB,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,85.4,401.1,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,1
276,4484-GLZOU,2015-09-01,2020-01-01,Month-to-month,Yes,Electronic check,105.05,5624.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
277,3179-GBRWV,2018-05-01,,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,DSL,Yes,Yes,No,No,No,Yes,Male,1,Yes,No,No,0
278,8645-KWHJO,2018-12-01,,Month-to-month,Yes,Electronic check,55.0,771.95,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
279,4130-MZLCC,2019-09-01,,Month-to-month,No,Bank transfer (automatic),50.55,244.75,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
280,0314-TKOSI,2019-08-01,,Month-to-month,No,Mailed check,55.15,322.9,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,0
281,8229-MYEJZ,2019-04-01,,Month-to-month,No,Electronic check,51.2,498.25,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
282,2080-SRCDE,2020-01-01,,Month-to-month,No,Mailed check,25.4,25.4,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes,0
283,9577-WJVCQ,2014-06-01,,Month-to-month,No,Mailed check,54.45,3687.75,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
284,9512-UIBFX,2018-06-01,2019-12-01,Month-to-month,No,Mailed check,95.15,1779.95,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,1
285,6202-DYYFX,2018-04-01,,One year,Yes,Credit card (automatic),76.0,1783.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
286,3808-HFKDE,2018-06-01,,Month-to-month,Yes,Electronic check,44.35,927.15,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
287,5583-SXDAG,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,70.0,70.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,1
288,3488-PGMQJ,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,74.5,606.55,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,1
289,3580-REOAC,2019-03-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),44.85,435.4,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
290,7534-BFESC,2017-11-01,2019-11-01,Month-to-month,Yes,Electronic check,76.1,1712.7,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
291,3727-OWVYD,2017-03-01,,One year,No,Mailed check,61.2,2021.2,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,0
292,2294-SALNE,2018-03-01,,One year,No,Mailed check,86.8,1940.8,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
293,4847-TAJYI,2019-08-01,,Month-to-month,Yes,Electronic check,89.35,567.8,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,0
294,1563-IWQEX,2019-02-01,,Month-to-month,No,Mailed check,19.7,220.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
295,8203-XJZRC,2020-01-01,,Month-to-month,No,Mailed check,20.25,20.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
296,6556-DBKZF,2014-03-01,,Two year,No,Electronic check,76.05,5436.45,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
297,6851-WEFYX,2017-03-01,,Month-to-month,Yes,Electronic check,100.8,3437.5,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
298,2985-JUUBZ,2016-10-01,,Month-to-month,Yes,Electronic check,74.55,3015.75,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
299,6390-DSAZX,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,73.6,73.6,Fiber optic,Yes,No,No,No,No,No,Female,0,No,Yes,No,1
300,0895-LMRSF,2018-03-01,,One year,Yes,Bank transfer (automatic),64.9,1509.8,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
301,8098-LLAZX,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,95.45,396.1,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
